pin,slack
phy_if_0/OPB_DO[28]:EN,3265
phy_if_0/OPB_DO[28]:Q,7314
gpio_0/OPB_DO_7_2_1_wmux_0[14]:A,4817
gpio_0/OPB_DO_7_2_1_wmux_0[14]:B,6061
gpio_0/OPB_DO_7_2_1_wmux_0[14]:C,7314
gpio_0/OPB_DO_7_2_1_wmux_0[14]:D,7250
gpio_0/OPB_DO_7_2_1_wmux_0[14]:Y,4817
eeprom_0/eeprom_if_0/page_rddata_reg[188]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[188]:CLK,6396
eeprom_0/eeprom_if_0/page_rddata_reg[188]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[188]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[188]:Q,6396
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_0_1:A,14707
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_0_1:B,14626
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_0_1:C,13745
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_0_1:D,13623
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_0_1:Y,13623
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[174]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[174]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[174]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[174]:Y,6815
u_clkgen/pulse2khz_div/cntr[0]:ALn,
u_clkgen/pulse2khz_div/cntr[0]:CLK,6624
u_clkgen/pulse2khz_div/cntr[0]:D,8239
u_clkgen/pulse2khz_div/cntr[0]:Q,6624
u_clkgen/pulse2khz_div/cntr[0]:SLn,6117
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[31]:A,6388
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[31]:B,8086
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[31]:C,5352
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[31]:D,5531
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[31]:Y,5352
eeprom_0/EEP_DO_20_14[4]:A,3029
eeprom_0/EEP_DO_20_14[4]:B,5399
eeprom_0/EEP_DO_20_14[4]:C,2957
eeprom_0/EEP_DO_20_14[4]:Y,2957
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[64]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[64]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[64]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[64]:Y,6815
PHY_MDC_obuf/U_IOTRI:D,
PHY_MDC_obuf/U_IOTRI:DOUT,
PHY_MDC_obuf/U_IOTRI:EOUT,
eeprom_0/eeprom_if_0/page_rddata_reg[38]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[38]:CLK,5502
eeprom_0/eeprom_if_0/page_rddata_reg[38]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[38]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[38]:Q,5502
eeprom_0/EEP_DO_20_11_1_wmux_0[7]:A,2957
eeprom_0/EEP_DO_20_11_1_wmux_0[7]:B,4411
eeprom_0/EEP_DO_20_11_1_wmux_0[7]:C,5448
eeprom_0/EEP_DO_20_11_1_wmux_0[7]:D,5390
eeprom_0/EEP_DO_20_11_1_wmux_0[7]:Y,2957
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgray[1]:ALn,
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgray[1]:CLK,9030
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgray[1]:D,5965
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgray[1]:Q,9030
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[28]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[28]:CLK,3750
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[28]:D,18999
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[28]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[28]:Q,3750
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[28]:SLn,18092
u_clkgen/pulse100us_div[10]:ALn,
u_clkgen/pulse100us_div[10]:CLK,7354
u_clkgen/pulse100us_div[10]:D,8866
u_clkgen/pulse100us_div[10]:EN,4175
u_clkgen/pulse100us_div[10]:Q,7354
phy_if_0/phy_tx_ctrl[19]:ALn,
phy_if_0/phy_tx_ctrl[19]:CLK,4574
phy_if_0/phy_tx_ctrl[19]:D,8908
phy_if_0/phy_tx_ctrl[19]:EN,2446
phy_if_0/phy_tx_ctrl[19]:Q,4574
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt_RNIPV2P81[4]:B,17688
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt_RNIPV2P81[4]:CC,16769
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt_RNIPV2P81[4]:P,17688
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt_RNIPV2P81[4]:S,16769
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt_RNIPV2P81[4]:Y3,
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt_RNIPV2P81[4]:Y3A,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[0]:ALn,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[0]:CLK,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[0]:D,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[0]:EN,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[0]:Q,
oscillator_counter_0/OSC_CT_DO_1[6]:ALn,
oscillator_counter_0/OSC_CT_DO_1[6]:CLK,2810
oscillator_counter_0/OSC_CT_DO_1[6]:D,6309
oscillator_counter_0/OSC_CT_DO_1[6]:EN,3970
oscillator_counter_0/OSC_CT_DO_1[6]:Q,2810
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_0[2]:A,7186
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_0[2]:B,7152
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_0[2]:C,7105
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_0[2]:Y,7105
oscillator_counter_0/opb_fifo_inst/o_wfull_RNI69AJC:A,5708
oscillator_counter_0/opb_fifo_inst/o_wfull_RNI69AJC:B,5668
oscillator_counter_0/opb_fifo_inst/o_wfull_RNI69AJC:C,5602
oscillator_counter_0/opb_fifo_inst/o_wfull_RNI69AJC:D,5494
oscillator_counter_0/opb_fifo_inst/o_wfull_RNI69AJC:Y,5494
phy_if_0/OPB_DO_RNO_6[25]:A,5635
phy_if_0/OPB_DO_RNO_6[25]:B,5581
phy_if_0/OPB_DO_RNO_6[25]:C,4224
phy_if_0/OPB_DO_RNO_6[25]:D,2618
phy_if_0/OPB_DO_RNO_6[25]:Y,2618
eeprom_0/eeprom_page_wrdata4[20]:ALn,
eeprom_0/eeprom_page_wrdata4[20]:CLK,5672
eeprom_0/eeprom_page_wrdata4[20]:D,8908
eeprom_0/eeprom_page_wrdata4[20]:EN,3181
eeprom_0/eeprom_page_wrdata4[20]:Q,5672
eeprom_0/EEP_DO_20[16]:A,3963
eeprom_0/EEP_DO_20[16]:B,3883
eeprom_0/EEP_DO_20[16]:C,6811
eeprom_0/EEP_DO_20[16]:D,6484
eeprom_0/EEP_DO_20[16]:Y,3883
phy_if_0/tx_package[123]:ALn,
phy_if_0/tx_package[123]:CLK,5996
phy_if_0/tx_package[123]:D,5445
phy_if_0/tx_package[123]:EN,2046
phy_if_0/tx_package[123]:Q,5996
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_10:A,16426
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_10:B,16341
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_10:C,15347
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_10:D,15145
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_10:Y,15145
I_3/U0_RGB1:A,
I_3/U0_RGB1:Y,
HDW_DBUG_MOSI_obuf/U_IOTRI:DOUT,
HDW_DBUG_MOSI_obuf/U_IOTRI:EOUT,
app_if_0/app_data_out[5]:CLK,
app_if_0/app_data_out[5]:D,8854
app_if_0/app_data_out[5]:EN,4971
app_if_0/app_data_out[5]:Q,
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[1]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[1]:CLK,5311
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[1]:D,7164
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[1]:Q,5311
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt[1]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt[1]:CLK,14278
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt[1]:D,16992
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt[1]:Q,14278
phy_if_0/ctrl_pkg_transceiver_inst/bit_cnt[1]:SLn,17221
eeprom_0/eeprom_if_0/page_rddata_reg[117]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[117]:CLK,5646
eeprom_0/eeprom_if_0/page_rddata_reg[117]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[117]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[117]:Q,5646
adder_decode_0/un5_COUNTER_RE2lto31_0_a2:A,6048
adder_decode_0/un5_COUNTER_RE2lto31_0_a2:B,6000
adder_decode_0/un5_COUNTER_RE2lto31_0_a2:C,4002
adder_decode_0/un5_COUNTER_RE2lto31_0_a2:D,4090
adder_decode_0/un5_COUNTER_RE2lto31_0_a2:Y,4002
adder_decode_0/un1_SP_IN_iv_5_0[5]:A,5790
adder_decode_0/un1_SP_IN_iv_5_0[5]:B,5750
adder_decode_0/un1_SP_IN_iv_5_0[5]:C,5580
adder_decode_0/un1_SP_IN_iv_5_0[5]:D,5522
adder_decode_0/un1_SP_IN_iv_5_0[5]:Y,5522
oscillator_counter_1/sp[4]:ALn,
oscillator_counter_1/sp[4]:CLK,8248
oscillator_counter_1/sp[4]:D,8854
oscillator_counter_1/sp[4]:EN,5106
oscillator_counter_1/sp[4]:Q,8248
eeprom_0/EEP_DO_20_11_1_0_wmux[28]:A,3963
eeprom_0/EEP_DO_20_11_1_0_wmux[28]:B,4637
eeprom_0/EEP_DO_20_11_1_0_wmux[28]:C,5672
eeprom_0/EEP_DO_20_11_1_0_wmux[28]:D,5614
eeprom_0/EEP_DO_20_11_1_0_wmux[28]:Y,3963
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[48]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[48]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[48]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[48]:Y,6815
eeprom_0/eeprom_if_0/page_rddata_reg[217]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[217]:CLK,6486
eeprom_0/eeprom_if_0/page_rddata_reg[217]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[217]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[217]:Q,6486
MEL_SW_CONFIG6_ibuf/U_IOPAD:PAD,
MEL_SW_CONFIG6_ibuf/U_IOPAD:Y,
eeprom_0/eeprom_if_0/page_wrdata_reg[126]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[126]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[126]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[126]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[126]:Q,8248
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_53_i_m3_2_wmux_1[0]:A,14647
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_53_i_m3_2_wmux_1[0]:B,14513
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_53_i_m3_2_wmux_1[0]:C,14747
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_53_i_m3_2_wmux_1[0]:D,14689
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_53_i_m3_2_wmux_1[0]:Y,14513
phy_if_0/un6_rx_good_1_0_I_63:A,5849
phy_if_0/un6_rx_good_1_0_I_63:B,5368
phy_if_0/un6_rx_good_1_0_I_63:C,5316
phy_if_0/un6_rx_good_1_0_I_63:CC,
phy_if_0/un6_rx_good_1_0_I_63:D,5615
phy_if_0/un6_rx_good_1_0_I_63:P,5316
phy_if_0/un6_rx_good_1_0_I_63:Y3,
phy_if_0/un6_rx_good_1_0_I_63:Y3A,
eeprom_0/eeprom_if_0/eeprom_wrdata_reg[4]:ALn,
eeprom_0/eeprom_if_0/eeprom_wrdata_reg[4]:CLK,7386
eeprom_0/eeprom_if_0/eeprom_wrdata_reg[4]:D,5286
eeprom_0/eeprom_if_0/eeprom_wrdata_reg[4]:EN,4411
eeprom_0/eeprom_if_0/eeprom_wrdata_reg[4]:Q,7386
u_cmd_server/opb_emu_target_inst/clkgen_1hz/cntr[3]:ALn,
u_cmd_server/opb_emu_target_inst/clkgen_1hz/cntr[3]:CLK,6324
u_cmd_server/opb_emu_target_inst/clkgen_1hz/cntr[3]:D,7732
u_cmd_server/opb_emu_target_inst/clkgen_1hz/cntr[3]:Q,6324
u_cmd_server/opb_emu_target_inst/clkgen_1hz/cntr[3]:SLn,6917
phy_if_0/phy_tx_ctrl[13]:ALn,
phy_if_0/phy_tx_ctrl[13]:CLK,4815
phy_if_0/phy_tx_ctrl[13]:D,8866
phy_if_0/phy_tx_ctrl[13]:EN,2446
phy_if_0/phy_tx_ctrl[13]:Q,4815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[245]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[245]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[245]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[245]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[245]:Y,6268
u_cmd_server/opb_emu_target_inst/ping_mode:ALn,
u_cmd_server/opb_emu_target_inst/ping_mode:CLK,7284
u_cmd_server/opb_emu_target_inst/ping_mode:D,7980
u_cmd_server/opb_emu_target_inst/ping_mode:Q,7284
eeprom_0/EEP_DO_20_13_1_wmux_0[25]:A,3883
eeprom_0/EEP_DO_20_13_1_wmux_0[25]:B,4665
eeprom_0/EEP_DO_20_13_1_wmux_0[25]:C,6414
eeprom_0/EEP_DO_20_13_1_wmux_0[25]:D,6356
eeprom_0/EEP_DO_20_13_1_wmux_0[25]:Y,3883
eeprom_0/eeprom_if_0/page_wrdata_reg[174]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[174]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[174]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[174]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[174]:Q,8248
eeprom_0/EEP_DO_20[9]:A,3963
eeprom_0/EEP_DO_20[9]:B,3883
eeprom_0/EEP_DO_20[9]:C,6811
eeprom_0/EEP_DO_20[9]:D,6484
eeprom_0/EEP_DO_20[9]:Y,3883
adder_decode_0/un1_SP_IN_0_iv_0[27]:A,6402
adder_decode_0/un1_SP_IN_0_iv_0[27]:B,6362
adder_decode_0/un1_SP_IN_0_iv_0[27]:C,6096
adder_decode_0/un1_SP_IN_0_iv_0[27]:D,6038
adder_decode_0/un1_SP_IN_0_iv_0[27]:Y,6038
phy_if_0/un2_rx_good_and_RNO_54:A,5211
phy_if_0/un2_rx_good_and_RNO_54:B,5177
phy_if_0/un2_rx_good_and_RNO_54:C,3844
phy_if_0/un2_rx_good_and_RNO_54:D,3786
phy_if_0/un2_rx_good_and_RNO_54:Y,3786
eeprom_0/eeprom_if_0/page_rddata_reg[211]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[211]:CLK,6486
eeprom_0/eeprom_if_0/page_rddata_reg[211]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[211]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[211]:Q,6486
APP_FPGA_SPI0_MISO_obuf/U_IOTRI:D,
APP_FPGA_SPI0_MISO_obuf/U_IOTRI:DOUT,
APP_FPGA_SPI0_MISO_obuf/U_IOTRI:EOUT,
phy_if_0/serial_mii_inst/SERIAL_MII_CYCLE_STATE_ns_0_a3_1[1]:A,
phy_if_0/serial_mii_inst/SERIAL_MII_CYCLE_STATE_ns_0_a3_1[1]:B,
phy_if_0/serial_mii_inst/SERIAL_MII_CYCLE_STATE_ns_0_a3_1[1]:C,
phy_if_0/serial_mii_inst/SERIAL_MII_CYCLE_STATE_ns_0_a3_1[1]:Y,
oscillator_counter_1/resetb_RNO:A,
oscillator_counter_1/resetb_RNO:B,7144
oscillator_counter_1/resetb_RNO:C,5378
oscillator_counter_1/resetb_RNO:D,4177
oscillator_counter_1/resetb_RNO:Y,4177
TP152_obuf/U_IOPAD:D,
TP152_obuf/U_IOPAD:E,
TP152_obuf/U_IOPAD:PAD,
eeprom_0/eeprom_page_wrdata0[26]:ALn,
eeprom_0/eeprom_page_wrdata0[26]:CLK,5784
eeprom_0/eeprom_page_wrdata0[26]:D,8920
eeprom_0/eeprom_page_wrdata0[26]:EN,3181
eeprom_0/eeprom_page_wrdata0[26]:Q,5784
clkgen_25mhz/un5_cntr_cry_8:B,7719
clkgen_25mhz/un5_cntr_cry_8:CC,7609
clkgen_25mhz/un5_cntr_cry_8:P,7719
clkgen_25mhz/un5_cntr_cry_8:S,7609
clkgen_25mhz/un5_cntr_cry_8:Y3,
clkgen_25mhz/un5_cntr_cry_8:Y3A,
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[50]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[50]:CLK,3952
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[50]:D,18999
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[50]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[50]:Q,3952
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[50]:SLn,18092
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[85]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[85]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[85]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[85]:Y,6815
phy_if_0/tx_package[120]:ALn,
phy_if_0/tx_package[120]:CLK,5581
phy_if_0/tx_package[120]:D,5445
phy_if_0/tx_package[120]:EN,2046
phy_if_0/tx_package[120]:Q,5581
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[215]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[215]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[215]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[215]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[215]:Y,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[188]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[188]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[188]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[188]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[188]:Y,6268
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un5_cntr_s_15:B,8089
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un5_cntr_s_15:CC,7623
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un5_cntr_s_15:P,
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un5_cntr_s_15:S,7623
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un5_cntr_s_15:Y3,
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un5_cntr_s_15:Y3A,
clkgen_25mhz/cntr[7]:ALn,
clkgen_25mhz/cntr[7]:CLK,7196
clkgen_25mhz/cntr[7]:D,7652
clkgen_25mhz/cntr[7]:Q,7196
clkgen_25mhz/cntr[7]:SLn,6917
scratch_pad_register_0/SP_DO[4]:ALn,
scratch_pad_register_0/SP_DO[4]:CLK,3142
scratch_pad_register_0/SP_DO[4]:D,3017
scratch_pad_register_0/SP_DO[4]:Q,3142
phy_if_0/un6_rx_good_0_0_I_27_RNO:A,5046
phy_if_0/un6_rx_good_0_0_I_27_RNO:B,5024
phy_if_0/un6_rx_good_0_0_I_27_RNO:C,3691
phy_if_0/un6_rx_good_0_0_I_27_RNO:D,3633
phy_if_0/un6_rx_good_0_0_I_27_RNO:Y,3633
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[132]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[132]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[132]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[132]:Y,6815
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgray[3]:ALn,
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgray[3]:CLK,9030
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgray[3]:D,5537
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgray[3]:Q,9030
u_cmd_server/cmn_uart_inst/uart_tx_data_block[6]:ALn,
u_cmd_server/cmn_uart_inst/uart_tx_data_block[6]:CLK,8136
u_cmd_server/cmn_uart_inst/uart_tx_data_block[6]:D,5708
u_cmd_server/cmn_uart_inst/uart_tx_data_block[6]:EN,6227
u_cmd_server/cmn_uart_inst/uart_tx_data_block[6]:Q,8136
ETH_LED2_obuf/U_IOPAD:D,
ETH_LED2_obuf/U_IOPAD:E,
ETH_LED2_obuf/U_IOPAD:PAD,
eeprom_0/eeprom_page_wrdata6[14]:ALn,
eeprom_0/eeprom_page_wrdata6[14]:CLK,5574
eeprom_0/eeprom_page_wrdata6[14]:D,8866
eeprom_0/eeprom_page_wrdata6[14]:EN,3994
eeprom_0/eeprom_page_wrdata6[14]:Q,5574
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[95]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[95]:CLK,4902
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[95]:D,19005
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[95]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[95]:Q,4902
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[95]:SLn,18092
eeprom_0/eeprom_if_0/page_wrdata_reg[193]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[193]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[193]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[193]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[193]:Q,8248
oscillator_counter_1/OSC_CT_DO_4[14]:A,8248
oscillator_counter_1/OSC_CT_DO_4[14]:B,6376
oscillator_counter_1/OSC_CT_DO_4[14]:C,7703
oscillator_counter_1/OSC_CT_DO_4[14]:Y,6376
eeprom_0/EEP_DO[8]:ALn,
eeprom_0/EEP_DO[8]:CLK,5410
eeprom_0/EEP_DO[8]:D,3883
eeprom_0/EEP_DO[8]:EN,3988
eeprom_0/EEP_DO[8]:Q,5410
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.TYPE_DATA_8[5]:A,8150
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.TYPE_DATA_8[5]:B,8208
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.TYPE_DATA_8[5]:Y,8150
u_cmd_server/cmn_uart_inst/uart_rx_data_block[6]:ALn,
u_cmd_server/cmn_uart_inst/uart_rx_data_block[6]:CLK,8208
u_cmd_server/cmn_uart_inst/uart_rx_data_block[6]:D,9024
u_cmd_server/cmn_uart_inst/uart_rx_data_block[6]:EN,5333
u_cmd_server/cmn_uart_inst/uart_rx_data_block[6]:Q,8208
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[129]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[129]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[129]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[129]:Y,6815
eeprom_0/EEP_DO_20[15]:A,6654
eeprom_0/EEP_DO_20[15]:B,5599
eeprom_0/EEP_DO_20[15]:C,5167
eeprom_0/EEP_DO_20[15]:D,2899
eeprom_0/EEP_DO_20[15]:Y,2899
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[0],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[10],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[11],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[1],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[2],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[3],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[4],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[5],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[6],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[7],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[8],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CC[9],
phy_if_0/un6_rx_good_0_0_I_1_CC_0:CO,3531
phy_if_0/un6_rx_good_0_0_I_1_CC_0:P[0],5355
phy_if_0/un6_rx_good_0_0_I_1_CC_0:P[10],5444
phy_if_0/un6_rx_good_0_0_I_1_CC_0:P[11],5493
phy_if_0/un6_rx_good_0_0_I_1_CC_0:P[1],3531
phy_if_0/un6_rx_good_0_0_I_1_CC_0:P[2],3639
